matched_player_key,draft_year,source_site,mock_pick,actual_pick,mock_player,actual_player,sentence_clean,llm_scouting_relevance,is_scouting_sentence,llm_trait_families,llm_trait_quality,llm_translation_caveat,llm_true_negative_trait,llm_risk_or_context,llm_confidence,llm_short_reason,source_url,canonical_url,sentence_source_group,sentence_source_file,row_id
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,"Averaged 6 (1.8 offensive) rebounds per game at the NBPA Top 100 in 2023 and 8 (3.1 offensive) rebounds per game in 2024 … Physical and versatile defender, can switch, successfully defending up and down the line up, with the quickness to stay in front of guards on the perimeter and showing comfort against much bigge...",scouting,True,athleticism_tools|defense,positive,False,False,none,0.8,Physical and versatile defender with quickness to guard both perimeter and bigger players,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,Defends well on and off the ball with great anticipation to deflect and jump passes to turn defense into offense.,scouting,True,defense,positive,False,False,none,0.8,Exhibits strong defensive skills with good anticipation and ball deflection ability,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,Averaged 1.3 steals per game at the NBPA Top 100 in 2023 and a 5 th best 1.6 steals per game in 2024.,scouting,True,defense,positive,False,False,none,0.8,Consistent high steal average at elite youth events,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,Blocks shots and disrupts shots when closing out well for position … Plays with good effort and aggression … Has been consistently productive in each setting he’s played in throughout his high school career …,scouting,True,defense|production_stats,positive,False,False,none,0.8,Blocks shots effectively and consistently productive throughout high school career,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,Has room to expand offensive game and perimeter skills as he won’t be as physically superior to his opponents at the next levels as he was throughout high school.,scouting,True,shooting,mixed,True,False,none,0.8,Offensive game and perimeter skills need improvement due to potential physical disadvantage at higher levels.,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,"Although he can slash a bit, he isn’t real dynamic or creative as a ball-handler and will need to add more to break down guards at the next levels … Capable of hitting shots off the dribble but can add more consistency to pull-up … Jump shooting form isn’t bad with good ball rotation and while he’s made strides, he...",scouting,True,creation_handle|shooting,mixed,True,False,none,0.8,Mixed ball-handling and shooting consistency; needs improvement in both areas.,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,Can be content shooting contested jumpers.,scouting,True,shooting,mixed,True,False,none,0.75,Mixed shooting ability shown in contested jumpers,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,"Shot 24.3% 3PT% on 4.1 3PT attempts per game at the NBPA Top 100 in 2024 … Older for his class, turned 19 in May of his senior year of high school …",scouting,True,shooting,negative,False,False,none,0.8,Low 3PT% at NBPA Top 100 (24.3%) on high volume (4.1 attempts/game),,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,"Baylor freshman … Scored 14 points and earned MVP of the 2023 Underclassman All-American Game … Recorded 9 points and 6 steals in the 2025 McDonald’s All-American … Scored 24 points in the 2025 Nike Hoop Summit … 2025 Naismith All-American Honorable Mention … California’s high school all-time leading scorer with 3,4...",scouting,True,production_stats|athleticism_tools,positive,False,False,none,0.8,Impressive scoring stats and steals in high-profile games,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
tounde yessoufou,2025,nbadraft_net,23,,Tounde Yessoufou,,"Measured 6′ 4” barefoot, 212 lbs, and a 6′ 9.0” wingspan at the 2023 Nike Elite 100 …",scouting,True,athleticism_tools,positive,False,False,none,0.8,Impressive wingspan at Nike Elite 100,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1248
matt able,2025,nbadraft_net,25,,Matt Able,,"A well-rounded shooting guard with a strong frame, good balance, and a mature approach that belies his age … Standing 6’5” with an estimated +4 to +5 wingspan, he has the physical tools to match up with NBA wings and the mature feel of a seasoned contributor … His ambidextrous finishing ability sets him apart … He s...",scouting,True,athleticism_tools|shooting|feel_iq_passing|motor_competitiveness|production_stats,positive,False,False,none,0.8,"Well-rounded shooting guard with strong frame, mature approach, ambidextrous finishing, efficient shooting, underrated passing, smart reads, competes defensively, high-floor prospect",,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1250
matt able,2025,nbadraft_net,25,,Matt Able,,"While Able’s game is advanced for his age, he is more functionally athletic than explosively quick … He is a straight-line driver who lacks great shiftiness or change of pace in isolation … Doesn’t have a deep bag of dribble moves to create space one-on-one … Relies on strength and timing more than burst when attack...",scouting,True,athleticism_tools|shooting|feel_iq_passing|creation_handle,mixed,True,False,none,0.8,"Functionally athletic but lacks shiftiness/change of pace, average first step, unselfishness impacts shot selection, needs to improve shooting volume and handle",,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1250
matt able,2025,nbadraft_net,25,,Matt Able,,"Able enters NC State with the polish, strength, and mentality to contribute right away … His feel for the game, body control, and two-way reliability make him one of the most college-ready freshmen in the country … If he continues to build confidence as a perimeter shooter and develops more burst off the dribble, he...",scouting,True,feel_iq_passing|shooting|motor_competitiveness,positive,True,False,none,0.8,"Polish, strength, mentality, feel for game, body control, two-way reliability, mature style, efficient decision-making, competitive mindset",,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1250
matt able,2025,nbadraft_net,25,,Matt Able,,"Born July 12 … Hometown is Tampa, Florida … Attended Sagemont Prep in Weston, Florida, where he was a standout … Played AAU with Southeast Elite 3SSB … Measured at 6’5” with an estimated 6’9” wingspan … Class of 2025 prospect heading into his freshman season at NC State … Right-handed shooter who frequently finishes...",scouting,True,production_stats|athleticism_tools|shooting,not_discussed,False,False,none,0.8,"Provides biographical and college commitment details, shooting style, and position projection",,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1250
keyshawn hall,2025,nbadraft_net,31,,Keyshawn Hall,,"Notes: Keyshawn Hall measured 6′ 6.00” barefoot, 227.4 lbs, 6′ 10.25” wingspan, 8′ 9.00” standing reach, 30.0 no step vertical, and 34.0 max vertical at the 2026 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.9,Provides measurements from the NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1256
pj haggerty,2025,nbadraft_net,32,,PJ Haggerty,,"Notes: PJ Haggerty measured 6′ 2.25” barefoot, 189.4 lbs, 6′ 6.50” wingspan, 8′ 1.50” standing reach with a 27.5 no step vertical and 32.0 maximum vertical at the 2025 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,Provides physical measurements from the NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1257
ryan conwell,2025,nbadraft_net,35,,Ryan Conwell,,"Notes: Ryan Conwell measured 6′ 2.00” barefoot, 214.8 lbs, 6′ 7.00” wingspan, 8′ 0.50” standing reach, 32.5 no step vertical, and 39.5 max vertical at the 2026 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.9,Provides physical measurements from the NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1260
mouhamed faye,2025,nbadraft_net,41,,Mouhamed Faye,,"Notes: Measured: 6′ 10” with shoes, 223 lbs, 7′ 5” wingspan, 9′ 2.25” standing reach, 20.75 inch standing vert at the 2024 adidas Eurocamp …",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,"Measurables mention: height, weight, wingspan, standing reach, vertical jump",,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1266
zuby ejiofor,2025,nbadraft_net,42,,Zuby Ejiofor,,"Notes: Zuby Ejiofor measured 6′ 7.50” barefoot, 245.2 lbs, 7′ 2.00” wingspan, 8′ 11.00” standing reach, 34.0 no step vertical, and 38.0 max vertical at the 2026 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.9,Measurables report from the 2026 NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1267
malique lewis,2025,nbadraft_net,45,,Malique Lewis,,"Notes: Measured 6′ 6.75” barefoot, 8′ 8.50” standing reach, 209.4 lbs, 7′ 1.00” wingspan, 27 standing vert, 34 max vert at the 2024 NBA G-League Combine …",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,Measuring physical attributes at NBA G-League Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1270
ognjen srzentic,2025,nbadraft_net,46,,Ognjen Srzentic,,"Notes: Measured: 6’7.5″, 8’7″ standing reach, 188 lbs, 6’9.25″ wingspan, 24.75″ standing vert, and a 32.75″ max vert at the 2024 Basketball Without Borders Europe … Measured: 6’6.25″ barefoot, 8’7″ standing reach, 194 lbs, 6’9.75″ wingspan, 22.75″ standing vert, 31.75″ max vert at the 2025 Basketball Without Borders …",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,Provides physical measurements from multiple events,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1271
kylan boswell,2025,nbadraft_net,50,,Kylan Boswell,,"Notes: Kylan Boswell measured 6′ 1.25” barefoot, 226.0 lbs, 6′ 7.00” wingspan, 7′ 11.00” standing reach, 33.0 no step vertical, and 38.0 max vertical at the 2026 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.9,Provides measurements from the NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1275
tyon grant foster,2025,nbadraft_net,54,,Tyon Grant-Foster,,"Notes: Measured: 6′ 5.75” barefoot, 215.2 lbs, 6′ 11.75” wingspan, 8′ 8.00” standing reach at the 2024 NBA Draft Combine …",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,Measurables reported at the 2024 NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1279
darrion williams,2025,nbadraft_net,58,,Darrion Williams,,"Notes: Darrion Williams measured 6′ 4.50” barefoot, 236.0 lbs, 6′ 6.50” wingspan, 8′ 5.00” standing reach with a 24.0 no step vertical and 30.0 maximum vertical at the 2025 NBA Draft Combine.",scouting,True,athleticism_tools,not_discussed,False,False,none,0.9,Provides physical measurements from the NBA Draft Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1283
xaivian lee,2025,nbadraft_net,60,,Xaivian Lee,,"Notes: Measured 6′ 2.75” barefoot, 8′ 3.00” standing reach, 165 lbs, 6′ 4.25” wingspan, 28 standing vert, 36.5 max vert at the 2024 NBA G-League Combine …",scouting,True,athleticism_tools,not_discussed,False,False,none,0.8,Provides physical measurements from the 2024 NBA G-League Combine,,https://www.nbadraft.net/nba-mock-drafts/,historical_llm_sentence_labels,sentenceish_llm_enhanced_mistral_latest_historical_plus_recovered_sources.csv,1285
jalen hood schifino,2023,espn,17,,Jalen Hood-Schifino,Jalen Hood-Schifino,"The Lakers are thought to be considering several players here, including Lively, Smith and Noah Clowney, but a surprise fall from Hood-Schifino could also make him a logical choice if L.A.",unclear,False,,not_discussed,False,False,none,0.5,"Discussion about draft order and potential picks, not directly related to player's skills or weaknesses.",https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,espn_2023_paste_llm_sentence_labels,espn_2023_paste_llm_enhanced_sentences.csv,20230017
jalen hood schifino,2023,espn,17,,Jalen Hood-Schifino,Jalen Hood-Schifino,"decides to keep this pick, or a viable target for another team in a trade.",unclear,False,,not_discussed,False,False,none,0.5,Discussion about potential trade scenarios,https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,espn_2023_paste_llm_sentence_labels,espn_2023_paste_llm_enhanced_sentences.csv,20230017
jalen hood schifino,2023,espn,17,,Jalen Hood-Schifino,Jalen Hood-Schifino,"Coming off a run to the Western Conference finals, the Lakers can be opportunistic about where they are positioned on draft night.",unclear,False,,not_discussed,False,False,none,0.5,"Discussion about draft positioning, not directly related to player's skills or traits",https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,espn_2023_paste_llm_sentence_labels,espn_2023_paste_llm_enhanced_sentences.csv,20230017
jalen hood schifino,2023,espn,17,,Jalen Hood-Schifino,Jalen Hood-Schifino,"Several high-level prospects are likely to be available here, allowing them to either add a talented young player to their core, or make an impactful trade that allows them to remain competitive heading into next season.",unclear,False,motor_competitiveness,not_discussed,False,False,none,0.7,"Discussion about draft prospects' impact on teams' competitiveness, not directly related to Jalen Hood-Schifino's scouting traits.",https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,https://www.espn.com/nba/insider/story/_/id/37873455/2023-nba-mock-draft-latest-predictions-all-58-picks,espn_2023_paste_llm_sentence_labels,espn_2023_paste_llm_enhanced_sentences.csv,20230017
